sumoType;wireLayer;anode;cathode;absoluteXPosition;absoluteYPosition
6;0;12;5;12;5
6;0;12;6;12;6
6;0;12;7;12;7
6;0;12;8;12;8
6;0;12;9;12;9
6;0;12;10;12;10
6;0;12;11;12;11
6;0;12;12;12;12
6;0;12;13;12;13
6;0;12;14;12;14
6;0;12;15;12;15
6;0;13;0;13;0
6;0;13;1;13;1
6;0;13;2;13;2
6;0;13;3;13;3
6;0;13;4;13;4
6;0;13;5;13;5
6;0;13;6;13;6
6;0;13;7;13;7
6;0;13;8;13;8
6;0;13;9;13;9
6;0;13;10;13;10
6;0;13;11;13;11
6;0;13;12;13;12
6;0;13;13;13;13
6;0;13;14;13;14
6;0;13;15;13;15
6;0;14;0;14;0
6;0;14;1;14;1
6;0;14;2;14;2
6;0;14;3;14;3
6;0;14;4;14;4
6;0;14;5;14;5
6;0;14;6;14;6
6;0;14;7;14;7
6;0;14;8;14;8
6;0;14;9;14;9
6;0;14;10;14;10
6;0;14;11;14;11
6;0;14;12;14;12
6;0;14;13;14;13
6;0;14;14;14;14
6;0;14;15;14;15
6;0;15;0;15;0
6;0;15;1;15;1
6;0;15;2;15;2
6;0;15;3;15;3
6;0;15;4;15;4
6;0;15;5;15;5
6;0;15;6;15;6
6;0;15;7;15;7
6;0;15;8;15;8
6;0;15;9;15;9
6;0;15;10;15;10
6;0;15;11;15;11
6;0;15;12;15;12
6;0;15;13;15;13
6;0;15;14;15;14
6;0;15;15;15;15
6;1;0;0;16;0
6;1;0;1;16;1
6;1;0;2;16;2
6;1;0;3;16;3
6;1;0;4;16;4
6;1;0;5;16;5
6;1;0;6;16;6
6;1;0;7;16;7
6;1;0;8;16;8
6;1;0;9;16;9
6;1;0;10;16;10
6;1;0;11;16;11
6;1;0;12;16;12
6;1;0;13;16;13
6;1;0;14;16;14
6;1;0;15;16;15
6;1;1;0;17;0
6;1;1;1;17;1
6;1;1;2;17;2
6;1;1;3;17;3
6;1;1;4;17;4
6;1;1;5;17;5
6;1;1;6;17;6
6;1;1;7;17;7
6;1;1;8;17;8
6;1;1;9;17;9
6;1;1;10;17;10
6;1;1;11;17;11
6;1;1;12;17;12
6;1;1;13;17;13
6;1;1;14;17;14
6;1;1;15;17;15
6;1;2;0;18;0
6;1;2;1;18;1
6;1;2;2;18;2
6;1;2;3;18;3
6;1;2;4;18;4
6;1;2;5;18;5
6;1;2;6;18;6
6;1;2;7;18;7
6;1;2;8;18;8
6;1;2;9;18;9
6;1;2;10;18;10
6;1;2;11;18;11
6;1;2;12;18;12
6;1;2;13;18;13
6;1;2;14;18;14
6;1;2;15;18;15
6;1;3;0;19;0
6;1;3;1;19;1
6;1;3;2;19;2
6;1;3;3;19;3
6;1;3;4;19;4
6;1;3;5;19;5
6;1;3;6;19;6
6;1;3;7;19;7
6;1;3;8;19;8
6;1;3;9;19;9
6;1;3;10;19;10
6;1;3;11;19;11
6;1;3;12;19;12
6;1;3;13;19;13
6;1;3;14;19;14
6;1;3;15;19;15
6;1;4;0;20;0
6;1;4;1;20;1
6;1;4;2;20;2
6;1;4;3;20;3
6;1;4;4;20;4
6;1;4;5;20;5
6;1;4;6;20;6
6;1;4;7;20;7
6;1;4;8;20;8
6;1;4;9;20;9
6;1;4;10;20;10
6;1;4;11;20;11
6;1;4;12;20;12
6;1;4;13;20;13
6;1;4;14;20;14
6;1;4;15;20;15
6;1;5;0;21;0
6;1;5;1;21;1
6;1;5;2;21;2
6;1;5;3;21;3
6;1;5;4;21;4
6;1;5;5;21;5
6;1;5;6;21;6
6;1;5;7;21;7
6;1;5;8;21;8
6;1;5;9;21;9
6;1;5;10;21;10
6;1;5;11;21;11
6;1;5;12;21;12
6;1;5;13;21;13
6;1;5;14;21;14
6;1;5;15;21;15
6;1;6;0;22;0
6;1;6;1;22;1
6;1;6;2;22;2
6;1;6;3;22;3
6;1;6;4;22;4
6;1;6;5;22;5
6;1;6;6;22;6
6;1;6;7;22;7
6;1;6;8;22;8
6;1;6;9;22;9
6;1;6;10;22;10
6;1;6;11;22;11
6;1;6;12;22;12
6;1;6;13;22;13
6;1;6;14;22;14
6;1;6;15;22;15
6;1;7;0;23;0
6;1;7;1;23;1
6;1;7;2;23;2
6;1;7;3;23;3
6;1;7;4;23;4
6;1;7;5;23;5
6;1;7;6;23;6
6;1;7;7;23;7
6;1;7;8;23;8
6;1;7;9;23;9
6;1;7;10;23;10
6;1;7;11;23;11
6;1;7;12;23;12
6;1;7;13;23;13
6;1;7;14;23;14
6;1;7;15;23;15
6;1;8;0;24;0
6;1;8;1;24;1
6;1;8;2;24;2
6;1;8;3;24;3
6;1;8;4;24;4
6;1;8;5;24;5
6;1;8;6;24;6
6;1;8;7;24;7
6;1;8;8;24;8
6;1;8;9;24;9
6;1;8;10;24;10
6;1;8;11;24;11
6;1;8;12;24;12
6;1;8;13;24;13
6;1;8;14;24;14
6;1;8;15;24;15
6;1;9;0;25;0
6;1;9;1;25;1
6;1;9;2;25;2
6;1;9;3;25;3
6;1;9;4;25;4
6;1;9;5;25;5
6;1;9;6;25;6
6;1;9;7;25;7
6;1;9;8;25;8
6;1;9;9;25;9
6;1;9;10;25;10
6;1;9;11;25;11
6;1;9;12;25;12
6;1;9;13;25;13
6;1;9;14;25;14
6;1;9;15;25;15
6;1;10;0;26;0
6;1;10;1;26;1
6;1;10;2;26;2
6;1;10;3;26;3
6;1;10;4;26;4
6;1;10;5;26;5
6;1;10;6;26;6
6;1;10;7;26;7
6;1;10;8;26;8
6;1;10;9;26;9
6;1;10;10;26;10
6;1;10;11;26;11
6;1;10;12;26;12
6;1;10;13;26;13
6;1;10;14;26;14
6;1;10;15;26;15
6;1;11;0;27;0
6;1;11;1;27;1
6;1;11;2;27;2
6;1;11;3;27;3
6;1;11;4;27;4
6;1;11;5;27;5
6;1;11;6;27;6
6;1;11;7;27;7
6;1;11;8;27;8
6;1;11;9;27;9
6;1;11;10;27;10
6;1;11;11;27;11
6;1;11;12;27;12
6;1;11;13;27;13
6;1;11;14;27;14
6;1;11;15;27;15
6;1;12;0;28;0
6;1;12;1;28;1
6;1;12;2;28;2
6;1;12;3;28;3
6;1;12;4;28;4
6;1;12;5;28;5
6;1;12;6;28;6
6;1;12;7;28;7
6;1;12;8;28;8
6;1;12;9;28;9
6;1;12;10;28;10
6;1;12;11;28;11
6;1;12;12;28;12
6;1;12;13;28;13
6;1;12;14;28;14
6;1;12;15;28;15
6;1;13;0;29;0
6;1;13;1;29;1
6;1;13;2;29;2
6;1;13;3;29;3
6;1;13;4;29;4
6;1;13;5;29;5
6;1;13;6;29;6
6;1;13;7;29;7
6;1;13;8;29;8
6;1;13;9;29;9
6;1;13;10;29;10
6;1;13;11;29;11
6;1;13;12;29;12
6;1;13;13;29;13
6;1;13;14;29;14
6;1;13;15;29;15
6;1;14;0;30;0
6;1;14;1;30;1
6;1;14;2;30;2
6;1;14;3;30;3
6;1;14;4;30;4
6;1;14;5;30;5
6;1;14;6;30;6
6;1;14;7;30;7
6;1;14;8;30;8
6;1;14;9;30;9
6;1;14;10;30;10
6;1;14;11;30;11
6;1;14;12;30;12
6;1;14;13;30;13
6;1;14;14;30;14
6;1;14;15;30;15
6;1;15;0;31;0
6;1;15;1;31;1
6;1;15;2;31;2
6;1;15;3;31;3
6;1;15;4;31;4
6;1;15;5;31;5
6;1;15;6;31;6
6;1;15;7;31;7
6;1;15;8;31;8
6;1;15;9;31;9
6;1;15;10;31;10
6;1;15;11;31;11
6;1;15;12;31;12
6;1;15;13;31;13
6;1;15;14;31;14
6;1;15;15;31;15
6;2;0;0;32;32
6;2;0;1;32;33
6;2;0;2;32;34
6;2;0;3;32;35
6;2;0;4;32;36
6;2;0;5;32;37
6;2;0;6;32;38
6;2;0;7;32;39
6;2;0;8;32;40
6;2;0;9;32;41
6;2;0;10;32;42
6;2;0;11;32;43
6;2;0;12;32;44
6;2;0;13;32;45
6;2;0;14;32;46
6;2;0;15;32;47
6;2;1;0;33;32
6;2;1;1;33;33
6;2;1;2;33;34
6;2;1;3;33;35
6;2;1;4;33;36
6;2;1;5;33;37
6;2;1;6;33;38
6;2;1;7;33;39
6;2;1;8;33;40
6;2;1;9;33;41
6;2;1;10;33;42
6;2;1;11;33;43
6;2;1;12;33;44
6;2;1;13;33;45
6;2;1;14;33;46
6;2;1;15;33;47
6;2;2;0;34;32
6;2;2;1;34;33
6;2;2;2;34;34
6;2;2;3;34;35
6;2;2;4;34;36
6;2;2;5;34;37
6;2;2;6;34;38
6;2;2;7;34;39
6;2;2;8;34;40
6;2;2;9;34;41
6;2;2;10;34;42
6;2;2;11;34;43
6;2;2;12;34;44
6;2;2;13;34;45
6;2;2;14;34;46
6;2;2;15;34;47
6;2;3;0;35;32
6;2;3;1;35;33
6;2;3;2;35;34
6;2;3;3;35;35
6;2;3;4;35;36
6;2;3;5;35;37
6;2;3;6;35;38
6;2;3;7;35;39
6;2;3;8;35;40
6;2;3;9;35;41
6;2;3;10;35;42
6;2;3;11;35;43
6;2;3;12;35;44
6;2;3;13;35;45
6;2;3;14;35;46
6;2;3;15;35;47
6;2;4;0;36;32
6;2;4;1;36;33
6;2;4;2;36;34
6;2;4;3;36;35
6;2;4;4;36;36
6;2;4;5;36;37
6;2;4;6;36;38
6;2;4;7;36;39
6;2;4;8;36;40
6;2;4;9;36;41
6;2;4;10;36;42
6;2;4;11;36;43
6;2;4;12;36;44
6;2;4;13;36;45
6;2;4;14;36;46
6;2;4;15;36;47
6;2;5;0;37;32
6;2;5;1;37;33
6;2;5;2;37;34
6;2;5;3;37;35
6;2;5;4;37;36
6;2;5;5;37;37
6;2;5;6;37;38
6;2;5;7;37;39
6;2;5;8;37;40
6;2;5;9;37;41
6;2;5;10;37;42
6;2;5;11;37;43
6;2;5;12;37;44
6;2;5;13;37;45
6;2;5;14;37;46
6;2;5;15;37;47
6;2;6;0;38;32
6;2;6;1;38;33
6;2;6;2;38;34
6;2;6;3;38;35
6;2;6;4;38;36
6;2;6;5;38;37
6;2;6;6;38;38
6;2;6;7;38;39
6;2;6;8;38;40
6;2;6;9;38;41
6;2;6;10;38;42
6;2;6;11;38;43
6;2;6;12;38;44
6;2;6;13;38;45
6;2;6;14;38;46
6;2;6;15;38;47
6;2;7;0;39;32
6;2;7;1;39;33
6;2;7;2;39;34
6;2;7;3;39;35
6;2;7;4;39;36
6;2;7;5;39;37
6;2;7;6;39;38
6;2;7;7;39;39
6;2;7;8;39;40
6;2;7;9;39;41
6;2;7;10;39;42
6;2;7;11;39;43
6;2;7;12;39;44
6;2;7;13;39;45
6;2;7;14;39;46
6;2;7;15;39;47
6;2;8;0;40;32
6;2;8;1;40;33
6;2;8;2;40;34
6;2;8;3;40;35
6;2;8;4;40;36
6;2;8;5;40;37
6;2;8;6;40;38
6;2;8;7;40;39
6;2;8;8;40;40
6;2;8;9;40;41
6;2;8;10;40;42
6;2;8;11;40;43
6;2;8;12;40;44
6;2;8;13;40;45
6;2;8;14;40;46
6;2;8;15;40;47
6;2;9;0;41;32
6;2;9;1;41;33
6;2;9;2;41;34
6;2;9;3;41;35
6;2;9;4;41;36
6;2;9;5;41;37
6;2;9;6;41;38
6;2;9;7;41;39
6;2;9;8;41;40
6;2;9;9;41;41
6;2;9;10;41;42
6;2;9;11;41;43
6;2;9;12;41;44
6;2;9;13;41;45
6;2;9;14;41;46
6;2;9;15;41;47
6;2;10;0;42;32
6;2;10;1;42;33
6;2;10;2;42;34
6;2;10;3;42;35
6;2;10;4;42;36
6;2;10;5;42;37
6;2;10;6;42;38
6;2;10;7;42;39
6;2;10;8;42;40
6;2;10;9;42;41
6;2;10;10;42;42
6;2;10;11;42;43
6;2;10;12;42;44
6;2;10;13;42;45
6;2;10;14;42;46
6;2;10;15;42;47
6;2;11;0;43;32
6;2;11;1;43;33
6;2;11;2;43;34
6;2;11;3;43;35
6;2;11;4;43;36
6;2;11;5;43;37
6;2;11;6;43;38
6;2;11;7;43;39
6;2;11;8;43;40
6;2;11;9;43;41
6;2;11;10;43;42
6;2;11;11;43;43
6;2;11;12;43;44
6;2;11;13;43;45
6;2;11;14;43;46
6;2;11;15;43;47
6;2;12;0;44;32
6;2;12;1;44;33
6;2;12;2;44;34
6;2;12;3;44;35
6;2;12;4;44;36
6;2;12;5;44;37
6;2;12;6;44;38
6;2;12;7;44;39
6;2;12;8;44;40
6;2;12;9;44;41
6;2;12;10;44;42
6;2;12;11;44;43
6;2;12;12;44;44
6;2;12;13;44;45
6;2;12;14;44;46
6;2;12;15;44;47
6;2;13;0;45;32
6;2;13;1;45;33
6;2;13;2;45;34
6;2;13;3;45;35
6;2;13;4;45;36
6;2;13;5;45;37
6;2;13;6;45;38
6;2;13;7;45;39
6;2;13;8;45;40
6;2;13;9;45;41
6;2;13;10;45;42
6;2;13;11;45;43
6;2;13;12;45;44
6;2;13;13;45;45
6;2;13;14;45;46
6;2;13;15;45;47
6;2;14;0;46;32
6;2;14;1;46;33
6;2;14;2;46;34
6;2;14;3;46;35
6;2;14;4;46;36
6;2;14;5;46;37
6;2;14;6;46;38
6;2;14;7;46;39
6;2;14;8;46;40
6;2;14;9;46;41
6;2;14;10;46;42
6;2;14;11;46;43
6;2;14;12;46;44
6;2;14;13;46;45
6;2;14;14;46;46
6;2;14;15;46;47
6;2;15;0;47;32
6;2;15;1;47;33
6;2;15;2;47;34
6;2;15;3;47;35
6;2;15;4;47;36
6;2;15;5;47;37
6;2;15;6;47;38
6;2;15;7;47;39
6;2;15;8;47;40
6;2;15;9;47;41
6;2;15;10;47;42
6;2;15;11;47;43
6;2;15;12;47;44
6;2;15;13;47;45
6;2;15;14;47;46
6;2;15;15;47;47
6;3;0;0;48;32
6;3;0;1;48;33
6;3;0;2;48;34
6;3;0;3;48;35
6;3;0;4;48;36
6;3;0;5;48;37
6;3;0;6;48;38
6;3;0;7;48;39
6;3;0;8;48;40
6;3;0;9;48;41
6;3;0;10;48;42
6;3;0;11;48;43
6;3;0;12;48;44
6;3;0;13;48;45
6;3;0;14;48;46
6;3;0;15;48;47
6;3;1;0;49;32
6;3;1;1;49;33
6;3;1;2;49;34
6;3;1;3;49;35
6;3;1;4;49;36
6;3;1;5;49;37
6;3;1;6;49;38
6;3;1;7;49;39
6;3;1;8;49;40
6;3;1;9;49;41
6;3;1;10;49;42
6;3;1;11;49;43
6;3;1;12;49;44
6;3;1;13;49;45
6;3;1;14;49;46
6;3;1;15;49;47
6;3;2;0;50;32
6;3;2;1;50;33
6;3;2;2;50;34
6;3;2;3;50;35
6;3;2;4;50;36
6;3;2;5;50;37
6;3;2;6;50;38
6;3;2;7;50;39
6;3;2;8;50;40
6;3;2;9;50;41
6;3;2;10;50;42
6;3;2;11;50;43
6;3;2;12;50;44
6;3;2;13;50;45
6;3;2;14;50;46
6;3;2;15;50;47
6;3;3;0;51;32
6;3;3;1;51;33
6;3;3;2;51;34
6;3;3;3;51;35
6;3;3;4;51;36
6;3;3;5;51;37
6;3;3;6;51;38
6;3;3;7;51;39
6;3;3;8;51;40
6;3;3;9;51;41
6;3;3;10;51;42
6;3;3;11;51;43
6;3;3;12;51;44
6;3;3;13;51;45
6;3;3;14;51;46
6;3;3;15;51;47
6;3;4;0;52;32
6;3;4;1;52;33
6;3;4;2;52;34
6;3;4;3;52;35
6;3;4;4;52;36
6;3;4;5;52;37
6;3;4;6;52;38
6;3;4;7;52;39
6;3;4;8;52;40
6;3;4;9;52;41
6;3;4;10;52;42
6;3;4;11;52;43
6;3;4;12;52;44
6;3;4;13;52;45
6;3;4;14;52;46
6;3;4;15;52;47
6;3;5;0;53;32
6;3;5;1;53;33
6;3;5;2;53;34
6;3;5;3;53;35
6;3;5;4;53;36
6;3;5;5;53;37
6;3;5;6;53;38
6;3;5;7;53;39
6;3;5;8;53;40
6;3;5;9;53;41
6;3;5;10;53;42
6;3;5;11;53;43
6;3;5;12;53;44
6;3;5;13;53;45
6;3;5;14;53;46
6;3;5;15;53;47
6;3;6;0;54;32
6;3;6;1;54;33
6;3;6;2;54;34
6;3;6;3;54;35
6;3;6;4;54;36
6;3;6;5;54;37
6;3;6;6;54;38
6;3;6;7;54;39
6;3;6;8;54;40
6;3;6;9;54;41
6;3;6;10;54;42
6;3;6;11;54;43
6;3;6;12;54;44
6;3;6;13;54;45
6;3;6;14;54;46
6;3;6;15;54;47
6;3;7;0;55;32
6;3;7;1;55;33
6;3;7;2;55;34
6;3;7;3;55;35
6;3;7;4;55;36
6;3;7;5;55;37
6;3;7;6;55;38
6;3;7;7;55;39
6;3;7;8;55;40
6;3;7;9;55;41
6;3;7;10;55;42
6;3;7;11;55;43
6;3;7;12;55;44
6;3;7;13;55;45
6;3;7;14;55;46
6;3;7;15;55;47
6;3;8;0;56;32
6;3;8;1;56;33
6;3;8;2;56;34
6;3;8;3;56;35
6;3;8;4;56;36
6;3;8;5;56;37
6;3;8;6;56;38
6;3;8;7;56;39
6;3;8;8;56;40
6;3;8;9;56;41
6;3;8;10;56;42
6;3;8;11;56;43
6;3;8;12;56;44
6;3;8;13;56;45
6;3;8;14;56;46
6;3;8;15;56;47
6;3;9;0;57;32
6;3;9;1;57;33
6;3;9;2;57;34
6;3;9;3;57;35
6;3;9;4;57;36
6;3;9;5;57;37
6;3;9;6;57;38
6;3;9;7;57;39
6;3;9;8;57;40
6;3;9;9;57;41
6;3;9;10;57;42
6;3;9;11;57;43
6;3;9;12;57;44
6;3;9;13;57;45
6;3;9;14;57;46
6;3;9;15;57;47
6;3;10;0;58;32
6;3;10;1;58;33
6;3;10;2;58;34
6;3;10;3;58;35
6;3;10;4;58;36
6;3;10;5;58;37
6;3;10;6;58;38
6;3;10;7;58;39
6;3;10;8;58;40
6;3;10;9;58;41
6;3;10;10;58;42
6;3;10;11;58;43
6;3;10;12;58;44
6;3;10;13;58;45
6;3;10;14;58;46
6;3;10;15;58;47
6;3;11;0;59;32
6;3;11;1;59;33
6;3;11;2;59;34
6;3;11;3;59;35
6;3;11;4;59;36
6;3;11;5;59;37
6;3;11;6;59;38
6;3;11;7;59;39
6;3;11;8;59;40
6;3;11;9;59;41
6;3;11;10;59;42
6;3;11;11;59;43
6;3;11;12;59;44
6;3;11;13;59;45
6;3;11;14;59;46
6;3;11;15;59;47
6;3;12;0;60;32
6;3;12;1;60;33
6;3;12;2;60;34
6;3;12;3;60;35
6;3;12;4;60;36
6;3;12;5;60;37
6;3;12;6;60;38
6;3;12;7;60;39
6;3;12;8;60;40
6;3;12;9;60;41
6;3;12;10;60;42
6;3;12;11;60;43
6;3;12;12;60;44
6;3;12;13;60;45
6;3;12;14;60;46
6;3;12;15;60;47
6;3;13;0;61;32
6;3;13;1;61;33
6;3;13;2;61;34
6;3;13;3;61;35
6;3;13;4;61;36
6;3;13;5;61;37
6;3;13;6;61;38
6;3;13;7;61;39
6;3;13;8;61;40
6;3;13;9;61;41
6;3;13;10;61;42
6;3;13;11;61;43
6;3;13;12;61;44
6;3;13;13;61;45
6;3;13;14;61;46
6;3;13;15;61;47
6;3;14;0;62;32
6;3;14;1;62;33
6;3;14;2;62;34
6;3;14;3;62;35
6;3;14;4;62;36
6;3;14;5;62;37
6;3;14;6;62;38
6;3;14;7;62;39
6;3;14;8;62;40
6;3;14;9;62;41
6;3;14;10;62;42
6;3;14;11;62;43
6;3;14;12;62;44
6;3;14;13;62;45
6;3;14;14;62;46
6;3;14;15;62;47
6;3;15;0;63;32
6;3;15;1;63;33
6;3;15;2;63;34
6;3;15;3;63;35
6;3;15;4;63;36
6;3;15;5;63;37
6;3;15;6;63;38
6;3;15;7;63;39
6;3;15;8;63;40
6;3;15;9;63;41
6;3;15;10;63;42
6;3;15;11;63;43
6;3;15;12;63;44
6;3;15;13;63;45
6;3;15;14;63;46
6;3;15;15;63;47
6;4;0;0;0;32
6;4;0;1;0;33
6;4;0;2;0;34
6;4;0;3;0;35
6;4;0;4;0;36
6;4;0;5;0;37
6;4;0;6;0;38
6;4;0;7;0;39
6;4;0;8;0;40
6;4;0;9;0;41
6;4;0;10;0;42
6;4;0;11;0;43
6;4;0;12;0;44
6;4;0;13;0;45
6;4;0;14;0;46
6;4;0;15;0;47
6;4;1;0;1;32
6;4;1;1;1;33
6;4;1;2;1;34
6;4;1;3;1;35
6;4;1;4;1;36
6;4;1;5;1;37
6;4;1;6;1;38
6;4;1;7;1;39
6;4;1;8;1;40
6;4;1;9;1;41
6;4;1;10;1;42
6;4;1;11;1;43
6;4;1;12;1;44
6;4;1;13;1;45
6;4;1;14;1;46
6;4;1;15;1;47
6;4;2;0;2;32
6;4;2;1;2;33
6;4;2;2;2;34
6;4;2;3;2;35
6;4;2;4;2;36
6;4;2;5;2;37
6;4;2;6;2;38
6;4;2;7;2;39
6;4;2;8;2;40
6;4;2;9;2;41
6;4;2;10;2;42
6;4;2;11;2;43
6;4;2;12;2;44
6;4;2;13;2;45
6;4;2;14;2;46
6;4;2;15;2;47
6;4;3;0;3;32
6;4;3;1;3;33
6;4;3;2;3;34
6;4;3;3;3;35
6;4;3;4;3;36
6;4;3;5;3;37
6;4;3;6;3;38
6;4;3;7;3;39
6;4;3;8;3;40
6;4;3;9;3;41
6;4;3;10;3;42
6;4;3;11;3;43
6;4;3;12;3;44
6;4;3;13;3;45
6;4;3;14;3;46
6;4;3;15;3;47
6;4;4;0;4;32
6;4;4;1;4;33
6;4;4;2;4;34
6;4;4;3;4;35
6;4;4;4;4;36
6;4;4;5;4;37
6;4;4;6;4;38
6;4;4;7;4;39
6;4;4;8;4;40
6;4;4;9;4;41
6;4;4;10;4;42
6;4;4;11;4;43
6;4;4;12;4;44
6;4;4;13;4;45
6;4;4;14;4;46
6;4;4;15;4;47
6;4;5;0;5;32
6;4;5;1;5;33
6;4;5;2;5;34
6;4;5;3;5;35
6;4;5;4;5;36
6;4;5;5;5;37
6;4;5;6;5;38
6;4;5;7;5;39
6;4;5;8;5;40
6;4;5;9;5;41
6;4;5;10;5;42
6;4;5;11;5;43
6;4;5;12;5;44
6;4;5;13;5;45
6;4;5;14;5;46
6;4;5;15;5;47
6;4;6;0;6;32
6;4;6;1;6;33
6;4;6;2;6;34
6;4;6;3;6;35
6;4;6;4;6;36
6;4;6;5;6;37
6;4;6;6;6;38
6;4;6;7;6;39
6;4;6;8;6;40
6;4;6;9;6;41
6;4;6;10;6;42
6;4;6;11;6;43
6;4;6;12;6;44
6;4;6;13;6;45
6;4;6;14;6;46
6;4;6;15;6;47
6;4;7;0;7;32
6;4;7;1;7;33
6;4;7;2;7;34
6;4;7;3;7;35
6;4;7;4;7;36
6;4;7;5;7;37
6;4;7;6;7;38
6;4;7;7;7;39
6;4;7;8;7;40
6;4;7;9;7;41
6;4;7;10;7;42
6;4;7;11;7;43
6;4;7;12;7;44
6;4;7;13;7;45
6;4;7;14;7;46
6;4;7;15;7;47
6;4;8;0;8;32
6;4;8;1;8;33
6;4;8;2;8;34
6;4;8;3;8;35
6;4;8;4;8;36
6;4;8;5;8;37
6;4;8;6;8;38
6;4;8;7;8;39
6;4;8;8;8;40
6;4;8;9;8;41
6;4;8;10;8;42
6;4;8;11;8;43
6;4;8;12;8;44
6;4;8;13;8;45
6;4;8;14;8;46
6;4;8;15;8;47
6;4;9;0;9;32
6;4;9;1;9;33
6;4;9;2;9;34
6;4;9;3;9;35
6;4;9;4;9;36
6;4;9;5;9;37
6;4;9;6;9;38
6;4;9;7;9;39
6;4;9;8;9;40
6;4;9;9;9;41
6;4;9;10;9;42
6;4;9;11;9;43
6;4;9;12;9;44
